pid,inicio,fim,num_tracks
100190,283585,283610,25
100191,283611,283643,32
100192,283644,283750,106
100193,283751,283777,26
100194,283778,283991,213
100195,283992,284046,54
100196,284047,284134,87
100197,284135,284198,63
100198,284199,284213,14
100199,284214,284239,25
100200,284240,284261,21
100201,284262,284350,88
100202,284351,284367,16
100203,284368,284397,29
100204,284398,284458,60
100205,284459,284583,124
100206,284584,284648,64
100207,284649,284704,55
100208,284705,284728,23
100209,284729,284770,41
100210,284771,284920,149
100211,284921,284934,13
100212,284935,284996,61
100213,284997,285030,33
100214,285031,285190,159
100215,285191,285250,59
100216,285251,285307,56
100217,285308,285352,44
100218,285353,285372,19
100219,285373,285393,20
100220,285394,285614,220
100221,285615,285629,14
100222,285630,285683,53
100223,285684,285905,221
100224,285906,285950,44
100225,285951,286019,68
100226,286020,286086,66
100227,286087,286105,18
100228,286106,286200,94
100229,286201,286319,118
100230,286320,286345,25
100231,286346,286366,20
100232,286367,286440,73
100233,286441,286534,93
100234,286535,286696,161
100235,286697,286726,29
100236,286727,286894,167
100237,286895,286910,15
100238,286911,287107,196
100239,287108,287162,54
100240,287163,287283,120
100241,287284,287300,16
100242,287301,287375,74
100243,287376,287402,26
100244,287403,287438,35
100245,287439,287467,28
100246,287468,287499,31
100247,287500,287611,111
100248,287612,287637,25
100249,287638,287713,75
100250,287714,287780,66
100251,287781,287818,37
100252,287819,287955,136
100253,287956,288066,110
100254,288067,288091,24
100255,288092,288107,15
100256,288108,288135,27
100257,288136,288172,36
100258,288173,288189,16
100259,288190,288259,69
100260,288260,288278,18
100261,288279,288391,112
100262,288392,288432,40
100263,288433,288511,78
100264,288512,288556,44
100265,288557,288573,16
100266,288574,288595,21
100267,288596,288607,11
100268,288608,288623,15
100269,288624,288637,13
100270,288638,288681,43
100271,288682,288709,27
100272,288710,288724,14
100273,288725,288877,152
100274,288878,288953,75
100275,288954,288973,19
100276,288974,288994,20
100277,288995,289007,12
100278,289008,289029,21
100279,289030,289108,78
100280,289109,289122,13
100281,289123,289217,94
100282,289218,289378,160
100283,289379,289394,15
100284,289395,289499,104
100285,289500,289519,19
100286,289520,289632,112
100287,289633,289686,53
100288,289687,289728,41
100289,289729,289736,7
100290,289737,289765,28
100291,289766,289784,18
100292,289785,289994,209
100293,289995,290162,167
100294,290163,290203,40
100295,290204,290441,237
100296,290442,290470,28
100297,290471,290604,133
100298,290605,290791,186
100299,290792,290833,41
100300,290834,290904,70
100301,290905,290914,9
100302,290915,290948,33
100303,290949,290958,9
100304,290959,291091,132
100305,291092,291175,83
100306,291176,291283,107
100307,291284,291334,50
100308,291335,291462,127
100309,291463,291686,223
100310,291687,291700,13
100311,291701,291721,20
100312,291722,291736,14
100313,291737,291820,83
100314,291821,291976,155
100315,291977,292012,35
100316,292013,292151,138
100317,292152,292169,17
100318,292170,292241,71
100319,292242,292269,27
100320,292270,292446,176
100321,292447,292489,42
100322,292490,292639,149
100323,292640,292786,146
100324,292787,292802,15
100325,292803,293009,206
100326,293010,293084,74
100327,293085,293161,76
100328,293162,293243,81
100329,293244,293252,8
100330,293253,293270,17
100331,293271,293317,46
100332,293318,293343,25
100333,293344,293419,75
100334,293420,293507,87
100335,293508,293517,9
100336,293518,293542,24
100337,293543,293706,163
100338,293707,293733,26
100339,293734,293824,90
100340,293825,294049,224
100341,294050,294104,54
100342,294105,294339,234
100343,294340,294366,26
100344,294367,294426,59
100345,294427,294455,28
100346,294456,294503,47
100347,294504,294543,39
100348,294544,294596,52
100349,294597,294602,5
100350,294603,294630,27
100351,294631,294682,51
100352,294683,294757,74
100353,294758,294788,30
100354,294789,294819,30
100355,294820,294908,88
100356,294909,294958,49
100357,294959,294994,35
100358,294995,295130,135
100359,295131,295298,167
100360,295299,295325,26
100361,295326,295359,33
100362,295360,295558,198
100363,295559,295587,28
100364,295588,295646,58
100365,295647,295775,128
100366,295776,295837,61
100367,295838,295943,105
100368,295944,295964,20
100369,295965,296188,223
100370,296189,296263,74
100371,296264,296364,100
100372,296365,296391,26
100373,296392,296408,16
100374,296409,296455,46
100375,296456,296553,97
100376,296554,296676,122
100377,296677,296737,60
100378,296738,296816,78
100379,296817,296926,109
100380,296927,296964,37
100381,296965,297013,48
100382,297014,297079,65
100383,297080,297202,122
100384,297203,297254,51
100385,297255,297272,17
100386,297273,297330,57
100387,297331,297416,85
100388,297417,297463,46
100389,297464,297628,164
100390,297629,297637,8
100391,297638,297670,32
100392,297671,297696,25
100393,297697,297753,56
100394,297754,297781,27
100395,297782,297828,46
100396,297829,297943,114
100397,297944,297962,18
100398,297963,298028,65
100399,298029,298113,84
100400,298114,298236,122
100401,298237,298389,152
100402,298390,298431,41
100403,298432,298610,178
100404,298611,298656,45
100405,298657,298851,194
100406,298852,298868,16
100407,298869,298936,67
100408,298937,299067,130
100409,299068,299151,83
100410,299152,299219,67
100411,299220,299262,42
100412,299263,299305,42
100413,299306,299360,54
100414,299361,299523,162
100415,299524,299543,19
100416,299544,299628,84
100417,299629,299641,12
100418,299642,299656,14
100419,299657,299703,46
100420,299704,299711,7
100421,299712,299742,30
100422,299743,299831,88
100423,299832,299873,41
100424,299874,299887,13
100425,299888,299931,43
100426,299932,300013,81
100427,300014,300150,136
100428,300151,300194,43
100429,300195,300221,26
100430,300222,300288,66
100431,300289,300345,56
100432,300346,300454,108
100433,300455,300466,11
100434,300467,300495,28
100435,300496,300633,137
100436,300634,300654,20
100437,300655,300761,106
100438,300762,300794,32
100439,300795,300807,12
100440,300808,300823,15
100441,300824,301046,222
100442,301047,301099,52
100443,301100,301116,16
100444,301117,301258,141
100445,301259,301332,73
100446,301333,301475,142
100447,301476,301718,242
100448,301719,301737,18
100449,301738,301874,136
100450,301875,302025,150
100451,302026,302057,31
100452,302058,302115,57
100453,302116,302213,97
100454,302214,302308,94
100455,302309,302342,33
100456,302343,302429,86
100457,302430,302484,54
100458,302485,302592,107
100459,302593,302608,15
100460,302609,302631,22
100461,302632,302666,34
100462,302667,302696,29
100463,302697,302709,12
100464,302710,302733,23
100465,302734,302807,73
100466,302808,302871,63
100467,302872,302981,109
100468,302982,303031,49
100469,303032,303059,27
100470,303060,303101,41
100471,303102,303136,34
100472,303137,303144,7
100473,303145,303192,47
100474,303193,303385,192
100475,303386,303459,73
100476,303460,303543,83
100477,303544,303753,209
100478,303754,303852,98
100479,303853,304022,169
100480,304023,304075,52
100481,304076,304104,28
100482,304105,304351,246
100483,304352,304572,220
100484,304573,304670,97
100485,304671,304828,157
100486,304829,304902,73
100487,304903,305142,239
100488,305143,305276,133
100489,305277,305384,107
100490,305385,305409,24
100491,305410,305543,133
100492,305544,305649,105
100493,305650,305670,20
100494,305671,305755,84
100495,305756,305765,9
100496,305766,305864,98
100497,305865,305903,38
100498,305904,305938,34
100499,305939,305993,54
100500,305994,306025,31
100501,306026,306223,197
100502,306224,306250,26
100503,306251,306400,149
100504,306401,306469,68
100505,306470,306486,16
100506,306487,306507,20
100507,306508,306562,54
100508,306563,306652,89
100509,306653,306823,170
100510,306824,306836,12
100511,306837,306845,8
100512,306846,307095,249
100513,307096,307180,84
100514,307181,307334,153
100515,307335,307388,53
100516,307389,307478,89
100517,307479,307551,72
100518,307552,307585,33
100519,307586,307617,31
100520,307618,307683,65
100521,307684,307778,94
100522,307779,307853,74
100523,307854,307924,70
100524,307925,308121,196
100525,308122,308137,15
100526,308138,308161,23
100527,308162,308262,100
100528,308263,308271,8
100529,308272,308316,44
100530,308317,308359,42
100531,308360,308396,36
100532,308397,308532,135
100533,308533,308669,136
100534,308670,308708,38
100535,308709,308742,33
100536,308743,308781,38
100537,308782,308882,100
100538,308883,308957,74
100539,308958,309015,57
100540,309016,309030,14
100541,309031,309236,205
100542,309237,309367,130
100543,309368,309474,106
100544,309475,309519,44
100545,309520,309581,61
100546,309582,309741,159
100547,309742,309787,45
100548,309788,309855,67
100549,309856,309868,12
100550,309869,309947,78
100551,309948,310089,141
100552,310090,310127,37
100553,310128,310189,61
100554,310190,310300,110
100555,310301,310329,28
100556,310330,310510,180
100557,310511,310572,61
100558,310573,310609,36
100559,310610,310693,83
100560,310694,310736,42
100561,310737,310809,72
100562,310810,310892,82
100563,310893,310901,8
100564,310902,310944,42
100565,310945,311012,67
100566,311013,311026,13
100567,311027,311149,122
100568,311150,311213,63
100569,311214,311310,96
100570,311311,311357,46
100571,311358,311384,26
100572,311385,311399,14
100573,311400,311420,20
100574,311421,311473,52
100575,311474,311520,46
100576,311521,311565,44
100577,311566,311593,27
100578,311594,311607,13
100579,311608,311769,161
100580,311770,311846,76
100581,311847,311882,35
100582,311883,311931,48
100583,311932,312172,240
100584,312173,312293,120
100585,312294,312410,116
100586,312411,312531,120
100587,312532,312651,119
100588,312652,312677,25
100589,312678,312789,111
100590,312790,312811,21
100591,312812,312821,9
100592,312822,312839,17
100593,312840,312907,67
100594,312908,313064,156
100595,313065,313105,40
100596,313106,313149,43
100597,313150,313270,120
100598,313271,313329,58
100599,313330,313425,95
100600,313426,313639,213
100601,313640,313682,42
100602,313683,313844,161
100603,313845,313859,14
100604,313860,313880,20
100605,313881,313899,18
100606,313900,314043,143
100607,314044,314127,83
100608,314128,314143,15
100609,314144,314179,35
100610,314180,314215,35
100611,314216,314294,78
100612,314295,314334,39
100613,314335,314411,76
100614,314412,314486,74
100615,314487,314544,57
100616,314545,314789,244
100617,314790,314836,46
100618,314837,314907,70
100619,314908,314946,38
100620,314947,315037,90
100621,315038,315066,28
100622,315067,315113,46
100623,315114,315206,92
100624,315207,315248,41
100625,315249,315367,118
100626,315368,315374,6
100627,315375,315400,25
100628,315401,315406,5
100629,315407,315535,128
100630,315536,315556,20
100631,315557,315794,237
100632,315795,315875,80
100633,315876,315965,89
100634,315966,316033,67
100635,316034,316058,24
100636,316059,316133,74
100637,316134,316143,9
100638,316144,316221,77
100639,316222,316234,12
100640,316235,316263,28
100641,316264,316369,105
100642,316370,316400,30
100643,316401,316485,84
100644,316486,316578,92
100645,316579,316653,74
100646,316654,316811,157
100647,316812,316840,28
100648,316841,317023,182
100649,317024,317053,29
100650,317054,317165,111
100651,317166,317208,42
100652,317209,317319,110
100653,317320,317364,44
100654,317365,317518,153
100655,317519,317560,41
100656,317561,317590,29
100657,317591,317671,80
100658,317672,317726,54
100659,317727,317745,18
100660,317746,317812,66
100661,317813,317894,81
100662,317895,317936,41
100663,317937,318041,104
100664,318042,318289,247
100665,318290,318384,94
100666,318385,318422,37
100667,318423,318461,38
100668,318462,318693,231
100669,318694,318727,33
100670,318728,318747,19
100671,318748,318786,38
100672,318787,318898,111
100673,318899,318912,13
100674,318913,318958,45
100675,318959,318977,18
100676,318978,319013,35
100677,319014,319053,39
100678,319054,319103,49
100679,319104,319270,166
100680,319271,319278,7
100681,319279,319288,9
100682,319289,319315,26
100683,319316,319329,13
100684,319330,319542,212
100685,319543,319556,13
100686,319557,319589,32
100687,319590,319835,245
100688,319836,319924,88
100689,319925,319994,69
100690,319995,320024,29
100691,320025,320109,84
100692,320110,320128,18
100693,320129,320166,37
100694,320167,320292,125
100695,320293,320314,21
100696,320315,320392,77
100697,320393,320433,40
100698,320434,320460,26
100699,320461,320483,22
100700,320484,320534,50
100701,320535,320641,106
100702,320642,320657,15
100703,320658,320693,35
100704,320694,320757,63
100705,320758,320859,101
100706,320860,320927,67
100707,320928,320993,65
100708,320994,321174,180
100709,321175,321224,49
100710,321225,321247,22
100711,321248,321274,26
100712,321275,321359,84
100713,321360,321373,13
100714,321374,321432,58
100715,321433,321524,91
100716,321525,321664,139
100717,321665,321672,7
100718,321673,321753,80
100719,321754,321785,31
100720,321786,321818,32
100721,321819,321883,64
100722,321884,322113,229
100723,322114,322158,44
100724,322159,322309,150
100725,322310,322330,20
100726,322331,322462,131
100727,322463,322556,93
100728,322557,322583,26
100729,322584,322676,92
100730,322677,322696,19
100731,322697,322728,31
100732,322729,322754,25
100733,322755,322799,44
100734,322800,322818,18
100735,322819,322835,16
100736,322836,322860,24
100737,322861,322887,26
100738,322888,322916,28
100739,322917,322985,68
100740,322986,323208,222
100741,323209,323274,65
100742,323275,323350,75
100743,323351,323426,75
100744,323427,323479,52
100745,323480,323518,38
100746,323519,323674,155
100747,323675,323700,25
100748,323701,323794,93
100749,323795,323852,57
100750,323853,323994,141
100751,323995,324052,57
100752,324053,324266,213
100753,324267,324386,119
100754,324387,324406,19
100755,324407,324421,14
100756,324422,324459,37
100757,324460,324507,47
100758,324508,324536,28
100759,324537,324581,44
100760,324582,324624,42
100761,324625,324640,15
100762,324641,324765,124
100763,324766,324783,17
100764,324784,324797,13
100765,324798,324841,43
100766,324842,324960,118
100767,324961,325034,73
100768,325035,325092,57
100769,325093,325142,49
100770,325143,325171,28
100771,325172,325267,95
100772,325268,325278,10
100773,325279,325290,11
100774,325291,325328,37
100775,325329,325350,21
100776,325351,325483,132
100777,325484,325535,51
100778,325536,325557,21
100779,325558,325591,33
100780,325592,325672,80
100781,325673,325705,32
100782,325706,325746,40
100783,325747,325787,40
100784,325788,325816,28
100785,325817,325884,67
100786,325885,326105,220
100787,326106,326282,176
100788,326283,326324,41
100789,326325,326345,20
100790,326346,326388,42
100791,326389,326577,188
100792,326578,326588,10
100793,326589,326738,149
100794,326739,326763,24
100795,326764,326866,102
100796,326867,327108,241
100797,327109,327208,99
100798,327209,327272,63
100799,327273,327322,49
100800,327323,327355,32
100801,327356,327408,52
100802,327409,327426,17
100803,327427,327463,36
100804,327464,327510,46
100805,327511,327516,5
100806,327517,327552,35
100807,327553,327601,48
100808,327602,327622,20
100809,327623,327658,35
100810,327659,327668,9
100811,327669,327709,40
100812,327710,327715,5
100813,327716,327770,54
100814,327771,327819,48
100815,327820,327840,20
100816,327841,327911,70
100817,327912,327994,82
100818,327995,328090,95
100819,328091,328101,10
100820,328102,328278,176
100821,328279,328383,104
100822,328384,328408,24
100823,328409,328438,29
100824,328439,328467,28
100825,328468,328479,11
100826,328480,328568,88
100827,328569,328602,33
100828,328603,328710,107
100829,328711,328755,44
100830,328756,328773,17
100831,328774,328793,19
100832,328794,328887,93
100833,328888,328988,100
100834,328989,329008,19
100835,329009,329101,92
100836,329102,329122,20
100837,329123,329141,18
100838,329142,329196,54
100839,329197,329291,94
100840,329292,329384,92
100841,329385,329460,75
100842,329461,329507,46
100843,329508,329723,215
100844,329724,329772,48
100845,329773,329813,40
100846,329814,330029,215
100847,330030,330069,39
100848,330070,330127,57
100849,330128,330133,5
100850,330134,330365,231
100851,330366,330415,49
100852,330416,330612,196
100853,330613,330817,204
100854,330818,330861,43
100855,330862,330885,23
100856,330886,330937,51
100857,330938,330953,15
100858,330954,330973,19
100859,330974,331004,30
100860,331005,331016,11
100861,331017,331036,19
100862,331037,331072,35
100863,331073,331091,18
100864,331092,331193,101
100865,331194,331258,64
100866,331259,331267,8
100867,331268,331289,21
100868,331290,331344,54
100869,331345,331369,24
100870,331370,331407,37
100871,331408,331420,12
100872,331421,331458,37
100873,331459,331488,29
100874,331489,331520,31
100875,331521,331565,44
100876,331566,331586,20
100877,331587,331623,36
100878,331624,331693,69
100879,331694,331708,14
100880,331709,331773,64
100881,331774,331798,24
100882,331799,331835,36
100883,331836,331849,13
100884,331850,331866,16
100885,331867,331939,72
100886,331940,332004,64
100887,332005,332102,97
100888,332103,332126,23
100889,332127,332168,41
100890,332169,332185,16
100891,332186,332285,99
100892,332286,332346,60
100893,332347,332392,45
100894,332393,332421,28
100895,332422,332607,185
100896,332608,332700,92
100897,332701,332743,42
100898,332744,332821,77
100899,332822,332831,9
100900,332832,332881,49
100901,332882,332989,107
100902,332990,333005,15
100903,333006,333078,72
100904,333079,333147,68
100905,333148,333190,42
100906,333191,333214,23
100907,333215,333232,17
100908,333233,333264,31
100909,333265,333311,46
100910,333312,333345,33
100911,333346,333363,17
100912,333364,333403,39
100913,333404,333518,114
100914,333519,333545,26
100915,333546,333587,41
100916,333588,333631,43
100917,333632,333654,22
100918,333655,333753,98
100919,333754,333968,214
100920,333969,334166,197
100921,334167,334283,116
100922,334284,334293,9
100923,334294,334445,151
100924,334446,334462,16
100925,334463,334549,86
100926,334550,334580,30
100927,334581,334614,33
100928,334615,334768,153
100929,334769,334795,26
100930,334796,334832,36
100931,334833,334858,25
100932,334859,334888,29
100933,334889,334999,110
100934,335000,335110,110
100935,335111,335166,55
100936,335167,335251,84
100937,335252,335332,80
100938,335333,335345,12
100939,335346,335417,71
100940,335418,335483,65
100941,335484,335534,50
100942,335535,335706,171
100943,335707,335758,51
100944,335759,335781,22
100945,335782,335962,180
100946,335963,335997,34
100947,335998,336021,23
100948,336022,336058,36
100949,336059,336162,103
100950,336163,336181,18
100951,336182,336261,79
100952,336262,336280,18
100953,336281,336339,58
100954,336340,336418,78
100955,336419,336441,22
100956,336442,336527,85
100957,336528,336534,6
100958,336535,336556,21
100959,336557,336600,43
100960,336601,336702,101
100961,336703,336722,19
100962,336723,336810,87
100963,336811,336850,39
100964,336851,336884,33
100965,336885,337000,115
100966,337001,337017,16
100967,337018,337039,21
100968,337040,337082,42
100969,337083,337208,125
100970,337209,337239,30
100971,337240,337286,46
100972,337287,337309,22
100973,337310,337344,34
100974,337345,337362,17
100975,337363,337413,50
100976,337414,337475,61
100977,337476,337505,29
100978,337506,337572,66
100979,337573,337686,113
100980,337687,337711,24
100981,337712,337786,74
100982,337787,337802,15
100983,337803,337834,31
100984,337835,337849,14
100985,337850,338072,222
100986,338073,338197,124
100987,338198,338237,39
100988,338238,338476,238
100989,338477,338492,15
100990,338493,338653,160
100991,338654,338870,216
100992,338871,338886,15
100993,338887,338902,15
100994,338903,338958,55
100995,338959,339094,135
100996,339095,339305,210
100997,339306,339352,46
100998,339353,339368,15
100999,339369,339462,93
101000,339463,339549,86
101001,339550,339581,31
101002,339582,339635,53
101003,339636,339665,29
101004,339666,339683,17
101005,339684,339697,13
101006,339698,339731,33
101007,339732,339752,20
101008,339753,339987,234
101009,339988,339995,7
101010,339996,340018,22
101011,340019,340084,65
101012,340085,340129,44
101013,340130,340149,19
101014,340150,340183,33
101015,340184,340193,9
101016,340194,340255,61
101017,340256,340402,146
101018,340403,340426,23
101019,340427,340500,73
101020,340501,340612,111
101021,340613,340646,33
101022,340647,340772,125
101023,340773,340958,185
101024,340959,341022,63
101025,341023,341270,247
101026,341271,341351,80
101027,341352,341520,168
101028,341521,341595,74
101029,341596,341814,218
101030,341815,341856,41
101031,341857,341889,32
101032,341890,341995,105
101033,341996,342014,18
101034,342015,342155,140
101035,342156,342304,148
101036,342305,342387,82
101037,342388,342444,56
101038,342445,342450,5
101039,342451,342498,47
101040,342499,342534,35
101041,342535,342554,19
101042,342555,342754,199
101043,342755,342824,69
101044,342825,342851,26
101045,342852,342900,48
101046,342901,342942,41
101047,342943,342954,11
101048,342955,343044,89
101049,343045,343231,186
101050,343232,343258,26
101051,343259,343289,30
101052,343290,343311,21
101053,343312,343437,125
101054,343438,343486,48
101055,343487,343551,64
101056,343552,343705,153
101057,343706,343759,53
101058,343760,343926,166
101059,343927,343948,21
101060,343949,343966,17
101061,343967,343984,17
101062,343985,344000,15
101063,344001,344019,18
101064,344020,344071,51
101065,344072,344244,172
101066,344245,344322,77
101067,344323,344360,37
101068,344361,344454,93
101069,344455,344502,47
101070,344503,344550,47
101071,344551,344603,52
101072,344604,344623,19
101073,344624,344839,215
101074,344840,344941,101
101075,344942,344998,56
101076,344999,345015,16
101077,345016,345031,15
101078,345032,345151,119
101079,345152,345195,43
101080,345196,345300,104
101081,345301,345419,118
101082,345420,345493,73
101083,345494,345550,56
101084,345551,345585,34
101085,345586,345660,74
101086,345661,345695,34
101087,345696,345720,24
101088,345721,345758,37
101089,345759,345873,114
101090,345874,345921,47
101091,345922,345944,22
101092,345945,345954,9
101093,345955,345966,11
101094,345967,346042,75
101095,346043,346058,15
101096,346059,346114,55
101097,346115,346192,77
101098,346193,346235,42
101099,346236,346254,18
101100,346255,346269,14
101101,346270,346317,47
101102,346318,346566,248
101103,346567,346648,81
101104,346649,346679,30
101105,346680,346797,117
101106,346798,346883,85
101107,346884,346896,12
101108,346897,346913,16
101109,346914,346928,14
101110,346929,346947,18
101111,346948,346985,37
101112,346986,347034,48
101113,347035,347053,18
101114,347054,347101,47
101115,347102,347147,45
101116,347148,347164,16
101117,347165,347208,43
101118,347209,347383,174
101119,347384,347423,39
101120,347424,347432,8
101121,347433,347459,26
101122,347460,347509,49
101123,347510,347530,20
101124,347531,347574,43
101125,347575,347600,25
101126,347601,347636,35
101127,347637,347731,94
101128,347732,347931,199
101129,347932,347946,14
101130,347947,347963,16
101131,347964,348187,223
101132,348188,348226,38
101133,348227,348242,15
101134,348243,348471,228
101135,348472,348541,69
101136,348542,348760,218
101137,348761,348950,189
101138,348951,348967,16
101139,348968,348979,11
101140,348980,349176,196
101141,349177,349186,9
101142,349187,349239,52
101143,349240,349301,61
101144,349302,349328,26
101145,349329,349390,61
101146,349391,349407,16
101147,349408,349534,126
101148,349535,349644,109
101149,349645,349699,54
101150,349700,349719,19
101151,349720,349827,107
101152,349828,349937,109
101153,349938,350120,182
101154,350121,350127,6
101155,350128,350167,39
101156,350168,350285,117
101157,350286,350404,118
101158,350405,350515,110
101159,350516,350667,151
101160,350668,350863,195
101161,350864,350896,32
101162,350897,350952,55
101163,350953,351189,236
101164,351190,351232,42
101165,351233,351268,35
101166,351269,351307,38
101167,351308,351318,10
101168,351319,351539,220
101169,351540,351654,114
101170,351655,351700,45
101171,351701,351823,122
101172,351824,351852,28
101173,351853,352001,148
101174,352002,352056,54
101175,352057,352068,11
101176,352069,352249,180
101177,352250,352286,36
101178,352287,352302,15
101179,352303,352353,50
101180,352354,352391,37
101181,352392,352443,51
101182,352444,352464,20
101183,352465,352589,124
101184,352590,352627,37
101185,352628,352700,72
101186,352701,352785,84
101187,352786,352891,105
101188,352892,352906,14
101189,352907,352988,81
101190,352989,353000,11
101191,353001,353113,112
101192,353114,353127,13
101193,353128,353174,46
101194,353175,353219,44
101195,353220,353229,9
101196,353230,353331,101
101197,353332,353444,112
101198,353445,353468,23
101199,353469,353490,21
101200,353491,353497,6
101201,353498,353611,113
101202,353612,353635,23
101203,353636,353668,32
101204,353669,353897,228
101205,353898,354050,152
101206,354051,354065,14
101207,354066,354117,51
101208,354118,354165,47
101209,354166,354190,24
101210,354191,354206,15
101211,354207,354234,27
101212,354235,354284,49
101213,354285,354309,24
101214,354310,354351,41
101215,354352,354420,68
101216,354421,354461,40
101217,354462,354483,21
101218,354484,354583,99
101219,354584,354604,20
101220,354605,354793,188
101221,354794,354909,115
101222,354910,355007,97
101223,355008,355082,74
101224,355083,355331,248
101225,355332,355398,66
101226,355399,355502,103
101227,355503,355533,30
101228,355534,355619,85
101229,355620,355676,56
101230,355677,355749,72
101231,355750,355825,75
101232,355826,355860,34
101233,355861,356027,166
101234,356028,356089,61
101235,356090,356156,66
101236,356157,356281,124
101237,356282,356317,35
101238,356318,356338,20
101239,356339,356488,149
101240,356489,356509,20
101241,356510,356651,141
101242,356652,356780,128
101243,356781,356876,95
101244,356877,356906,29
101245,356907,356961,54
101246,356962,357023,61
101247,357024,357068,44
101248,357069,357122,53
101249,357123,357263,140
101250,357264,357357,93
101251,357358,357461,103
101252,357462,357524,62
101253,357525,357601,76
101254,357602,357668,66
101255,357669,357715,46
101256,357716,357825,109
101257,357826,357840,14
101258,357841,357969,128
101259,357970,358030,60
101260,358031,358046,15
101261,358047,358120,73
101262,358121,358138,17
101263,358139,358157,18
101264,358158,358186,28
101265,358187,358349,162
101266,358350,358396,46
101267,358397,358422,25
101268,358423,358451,28
101269,358452,358582,130
101270,358583,358630,47
101271,358631,358748,117
101272,358749,358789,40
101273,358790,358925,135
101274,358926,358964,38
101275,358965,359035,70
101276,359036,359053,17
101277,359054,359068,14
101278,359069,359118,49
101279,359119,359130,11
101280,359131,359187,56
101281,359188,359354,166
101282,359355,359460,105
101283,359461,359482,21
101284,359483,359519,36
101285,359520,359608,88
101286,359609,359614,5
101287,359615,359757,142
101288,359758,359812,54
101289,359813,359870,57
101290,359871,359913,42
101291,359914,359944,30
101292,359945,360110,165
101293,360111,360181,70
101294,360182,360212,30
101295,360213,360355,142
101296,360356,360440,84
101297,360441,360461,20
101298,360462,360639,177
101299,360640,360663,23
101300,360664,360770,106
101301,360771,360868,97
101302,360869,360911,42
101303,360912,360935,23
101304,360936,360972,36
101305,360973,361017,44
101306,361018,361064,46
101307,361065,361075,10
101308,361076,361095,19
101309,361096,361153,57
101310,361154,361176,22
101311,361177,361228,51
101312,361229,361315,86
101313,361316,361473,157
101314,361474,361515,41
101315,361516,361623,107
101316,361624,361856,232
101317,361857,361895,38
101318,361896,361937,41
101319,361938,361964,26
101320,361965,362046,81
101321,362047,362124,77
101322,362125,362163,38
101323,362164,362200,36
101324,362201,362225,24
101325,362226,362278,52
101326,362279,362314,35
101327,362315,362344,29
101328,362345,362424,79
101329,362425,362455,30
101330,362456,362481,25
101331,362482,362510,28
101332,362511,362525,14
101333,362526,362577,51
101334,362578,362648,70
101335,362649,362736,87
101336,362737,362761,24
101337,362762,362776,14
101338,362777,362782,5
101339,362783,362870,87
101340,362871,362974,103
101341,362975,363170,195
101342,363171,363200,29
101343,363201,363228,27
101344,363229,363304,75
101345,363305,363435,130
101346,363436,363474,38
101347,363475,363531,56
101348,363532,363614,82
101349,363615,363633,18
101350,363634,363796,162
101351,363797,363812,15
101352,363813,363869,56
101353,363870,363911,41
101354,363912,363951,39
101355,363952,363974,22
101356,363975,364028,53
101357,364029,364069,40
101358,364070,364088,18
101359,364089,364097,8
101360,364098,364113,15
101361,364114,364150,36
101362,364151,364179,28
101363,364180,364221,41
101364,364222,364445,223
101365,364446,364496,50
101366,364497,364569,72
101367,364570,364582,12
101368,364583,364666,83
101369,364667,364678,11
101370,364679,364708,29
101371,364709,364725,16
101372,364726,364753,27
101373,364754,364932,178
101374,364933,364950,17
101375,364951,365001,50
101376,365002,365082,80
101377,365083,365112,29
101378,365113,365137,24
101379,365138,365156,18
101380,365157,365322,165
101381,365323,365451,128
101382,365452,365486,34
101383,365487,365517,30
101384,365518,365631,113
101385,365632,365729,97
101386,365730,365746,16
101387,365747,365812,65
101388,365813,365877,64
101389,365878,365919,41
101390,365920,366006,86
101391,366007,366024,17
101392,366025,366050,25
101393,366051,366127,76
101394,366128,366230,102
101395,366231,366239,8
101396,366240,366270,30
101397,366271,366286,15
101398,366287,366400,113
101399,366401,366452,51
101400,366453,366610,157
101401,366611,366761,150
101402,366762,366835,73
101403,366836,366890,54
101404,366891,366967,76
101405,366968,367010,42
101406,367011,367020,9
101407,367021,367040,19
101408,367041,367067,26
101409,367068,367189,121
101410,367190,367264,74
101411,367265,367326,61
101412,367327,367347,20
101413,367348,367370,22
101414,367371,367475,104
101415,367476,367580,104
101416,367581,367629,48
101417,367630,367694,64
101418,367695,367726,31
101419,367727,367767,40
101420,367768,367838,70
101421,367839,367859,20
101422,367860,367882,22
101423,367883,367925,42
101424,367926,368098,172
101425,368099,368127,28
101426,368128,368201,73
101427,368202,368241,39
101428,368242,368291,49
101429,368292,368407,115
101430,368408,368605,197
101431,368606,368662,56
101432,368663,368800,137
101433,368801,368842,41
101434,368843,368872,29
101435,368873,368887,14
101436,368888,368934,46
101437,368935,368996,61
101438,368997,369002,5
101439,369003,369033,30
101440,369034,369219,185
101441,369220,369251,31
101442,369252,369285,33
101443,369286,369359,73
101444,369360,369504,144
101445,369505,369520,15
101446,369521,369596,75
101447,369597,369647,50
101448,369648,369726,78
101449,369727,369789,62
101450,369790,369814,24
101451,369815,369845,30
101452,369846,369868,22
101453,369869,369905,36
101454,369906,369967,61
101455,369968,369995,27
101456,369996,370055,59
101457,370056,370117,61
101458,370118,370124,6
101459,370125,370269,144
101460,370270,370275,5
